"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"2642","Cluster_449","evm.TU.chromosome_12.920",0.408202249023679,0.0827359379066849,0.648042342620294,167,-21.57,"2 21","28 51",21,"71.43%","85.71%","sp|P12003|VINC_CHICK",2.97e-38,"Vinculin OS=Gallus gallus GN=VCL PE=1 SV=4","tr|A0A2B4SL21|A0A2B4SL21_STYPI",0,"Catenin alpha-2 OS=Stylophora pistillata GN=CTNNA2 PE=4 SV=1","gb|PFX29227.1|",0,"uncharacterized protein LOC111325196 [Stylophora pistillata]","GO:0015629; GO:0005912; GO:0005903; GO:0005623; GO:0005911; GO:0043034; GO:0005925; GO:0090637; GO:0005743; GO:0005927; GO:0031594; GO:0090636; GO:0005886; GO:0042383; GO:0098723; GO:0001725; GO:1990357; GO:0030018; GO:0005915; GO:0051015; GO:0051393; GO:0045294; GO:0008013; GO:0045296; GO:0051371; GO:0042803; GO:0097110; GO:0005198; GO:0017166; GO:0034333; GO:0090136; GO:0030032; GO:0002009; GO:0030334","GO:0015629; GO:0051015; GO:0005198; GO:0007155"
"2643","Cluster_4646","evm.TU.chromosome_5.1108",0.17248851247152,0.480102672280761,0.896688221850764,156,-20.27,"2 19","186 209",19,"73.68%","84.21%","sp|A1L251|ENASE_DANRE",8.5e-72,"Cytosolic endo-beta-N-acetylglucosaminidase OS=Danio rerio GN=engase PE=2 SV=1","tr|A0A2B4SLV9|A0A2B4SLV9_STYPI",1.57e-124,"Cytosolic endo-beta-N-acetylglucosaminidase OS=Stylophora pistillata GN=engase PE=4 SV=1","ref|XP_022782024.1|",0,"cytosolic endo-beta-N-acetylglucosaminidase-like [Stylophora pistillata]","GO:0005829; GO:0005764; GO:0033925; GO:0008152","GO:0005737; GO:0033925"
"2644","Cluster_5061","evm.TU.chromosome_9.242",-0.105812034458757,0.666376918213434,0.943577308969807,151,-20.44,"2 17","816 839",17,"76.47%","76.47%","sp|F6QEU4|LIN41_XENTR",4.09e-129,"E3 ubiquitin-protein ligase TRIM71 OS=Xenopus tropicalis GN=trim71 PE=3 SV=1","tr|A0A2B4SNP0|A0A2B4SNP0_STYPI",0,"E3 ubiquitin-protein ligase TRIM71 OS=Stylophora pistillata GN=trim71 PE=4 SV=1","gb|PFX30490.1|",0,"E3 ubiquitin-protein ligase TRIM71 [Stylophora pistillata]","GO:0000932; GO:0035198; GO:0004842; GO:0008270; GO:0010172; GO:0008543; GO:0000082; GO:0035278; GO:0010586; GO:0021915; GO:0051865; GO:0060964; GO:2000177; GO:0072089","GO:0005622; GO:0016874; GO:0003676; GO:0008270"
"2645","Cluster_2073","evm.TU.chromosome_14.7053",-0.0136564882996131,0.955749510357,0.994212570532936,166,-20.39,"2 21","672 692",19,"78.95%","84.21%","sp|Q61457|CCNE1_MOUSE",6.18e-113,"G1/S-specific cyclin-E1 OS=Mus musculus GN=Ccne1 PE=1 SV=2","tr|A0A2B4RVS5|A0A2B4RVS5_STYPI",0,"G1/S-specific cyclin-E OS=Stylophora pistillata GN=CYCE PE=4 SV=1","gb|PFX20322.1|",0,"G1/S-specific cyclin-E-like isoform X1 [Stylophora pistillata]","GO:0097134; GO:0000307; GO:0005654; GO:0005634; GO:0016538; GO:0016301; GO:0019901; GO:0051301; GO:0070192; GO:0006270; GO:0000082; GO:0000122; GO:0006468; GO:0051726; GO:1903827; GO:0007129; GO:0000723; GO:0016055","GO:0005634"
"2646","Cluster_4646","evm.TU.chromosome_14.7058",0.387996383026239,0.100700682608899,0.676915737006565,161,-20.79,"2 20","872 897",22,"72.73%","81.82%","sp|Q9C6B9|PEAM3_ARATH",1.3e-111,"Phosphoethanolamine N-methyltransferase 3 OS=Arabidopsis thaliana GN=NMT3 PE=2 SV=2","tr|A0A2B4RVG9|A0A2B4RVG9_STYPI",0,"Phosphoethanolamine N-methyltransferase 3 OS=Stylophora pistillata GN=NMT3 PE=4 SV=1","ref|XP_020624026.1|",0,"phosphomethylethanolamine N-methyltransferase-like isoform X1 [Orbicella faveolata]","GO:0005737; GO:0000234; GO:0008757; GO:0032259; GO:0006656","GO:0008168"
"2647","Cluster_492","evm.TU.chromosome_6.2518",0.397677103426643,0.09177229200084,0.663685488554219,146,-23.36,"2 21","477 504",25,"60.00%","72.00%",NA,NA,NA,"tr|A0A2B4SYF9|A0A2B4SYF9_STYPI",9.73e-47,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene1728 PE=4 SV=1","ref|XP_020632721.1|",1.62e-99,"neurogenic locus notch homolog protein 1-like [Orbicella faveolata]",NA,"GO:0016021"
"2648","Cluster_4044","evm.TU.chromosome_10.236",0.594681942528118,0.00724199993720844,0.321065512655288,162,-20.41,"2 21","462 482",19,"73.68%","84.21%","sp|Q6NZQ8|MARH1_MOUSE",1.16e-11,"E3 ubiquitin-protein ligase MARCH1 OS=Mus musculus GN=March1 PE=1 SV=2","tr|A0A2B4RT01|A0A2B4RT01_STYPI",7.09e-119,"E3 ubiquitin-protein ligase MARCH1 OS=Stylophora pistillata GN=March1 PE=4 SV=1","gb|PFX19949.1|",1.1e-118,"E3 ubiquitin-protein ligase MARCH4-like [Stylophora pistillata]","GO:0030659; GO:0031901; GO:0005789; GO:0005768; GO:0016021; GO:0031902; GO:0005765; GO:0005764; GO:0005886; GO:0032588; GO:0042287; GO:0061630; GO:0004842; GO:0008270; GO:0002495; GO:0006955; GO:0000209","GO:0016021; GO:0016874; GO:0008270"
"2649","Cluster_1452","evm.TU.chromosome_10.233",0.53352990837282,0.018644961082441,0.435335189796425,156,-21.89,"2 13","968 989",11,"90.91%","100.00%","sp|Q7S9P4|RU2A_NEUCR",1.71e-06,"U2 small nuclear ribonucleoprotein A' OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) GN=lea-1 PE=3 SV=1","tr|A0A2B4RRY5|A0A2B4RRY5_STYPI",7.54e-166,"Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Stylophora pistillata GN=Anp32b PE=4 SV=1","ref|XP_020628163.1|",0,"acidic leucine-rich nuclear phosphoprotein 32 family member B-like isoform X1 [Orbicella faveolata]","GO:0005681; GO:0005686; GO:0030620; GO:0000398",""
"2650","Cluster_4696","evm.TU.chromosome_12.2400",0.124999077629709,0.610138429527536,0.931045900964554,166,-20.65,"2 21","452 472",19,"73.68%","89.47%","sp|Q9JHX4|CASP8_RAT",3.12e-08,"Caspase-8 OS=Rattus norvegicus GN=Casp8 PE=1 SV=1","tr|A0A2B4SCJ4|A0A2B4SCJ4_STYPI",3.35e-85,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene9039 PE=4 SV=1","ref|XP_020616563.1|",0,"uncharacterized protein LOC110054558 [Orbicella faveolata]","GO:0031265; GO:0044297; GO:0005737; GO:0005829; GO:0031264; GO:0045121; GO:0005739; GO:0043005; GO:0030690; GO:0005654; GO:0005634; GO:0005886; GO:0043234; GO:0097342; GO:0004197; GO:0097153; GO:0097199; GO:0097200; GO:0035877; GO:0005123; GO:0004175; GO:0042802; GO:0008233; GO:0032403; GO:0046982; GO:0097110; GO:0005164; GO:0031625; GO:0097202; GO:0006919; GO:0001525; GO:0006915; GO:0097190; GO:0071260; GO:0071407; GO:0097194; GO:0097191; GO:0008625; GO:0007507; GO:0097284; GO:0030225; GO:0043124; GO:0060546; GO:0001841; GO:0043065; GO:2001238; GO:0043123; GO:0045651; GO:1901216; GO:0045862; GO:0006508; GO:0051603; GO:2001233; GO:0070243; GO:0046677; GO:0032025; GO:0009409; GO:0032355; GO:0045471; GO:0032496; GO:0034612; GO:0036462","GO:0008234; GO:0042981"
"2651","Cluster_1663","evm.TU.chromosome_13.342_evm.TU.chromosome_13.331",0.0243838698953275,0.921070589668515,0.989279809997311,158,-20.52,"2 21","285 308",21,"71.43%","80.95%",NA,NA,NA,"tr|A0A2B4T2M5|A0A2B4T2M5_STYPI",0,"E3 ubiquitin-protein ligase DZIP3 OS=Stylophora pistillata GN=DZIP3 PE=4 SV=1","gb|PFX35022.1|",0,"uncharacterized protein LOC111346660 [Stylophora pistillata]",NA,"GO:0016874"
"2652","Cluster_492","evm.TU.chromosome_12.3757",-0.0430167341898336,0.861192651785846,0.980220564438594,163,-20.66,"2 19","855 874",17,"82.35%","88.24%","sp|Q55E58|PATS1_DICDI",1.78e-15,"Probable serine/threonine-protein kinase pats1 OS=Dictyostelium discoideum GN=pats1 PE=3 SV=1","tr|A0A2B4SWD7|A0A2B4SWD7_STYPI",0,"Tetratricopeptide repeat protein 28 OS=Stylophora pistillata GN=TTC28 PE=4 SV=1","ref|XP_022809119.1|",0,"uncharacterized protein LOC111346088 isoform X1 [Stylophora pistillata]","GO:0042641; GO:0005737; GO:0005524; GO:0005525; GO:0004721; GO:0004674; GO:0004871; GO:0099139; GO:0035556; GO:0000281; GO:0006470","GO:0005525; GO:0003924"
"2653","Cluster_1453","evm.TU.chromosome_14.5364",0.138535471533422,0.571661967828364,0.921763949039629,151,-21.13,"2 21","842 864",20,"65.00%","75.00%",NA,NA,NA,"tr|A0A2B4RX48|A0A2B4RX48_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene12443 PE=4 SV=1","ref|XP_020613509.1|",0,"uncharacterized protein LOC110051777 [Orbicella faveolata]",NA,""
"2654","Cluster_3037","evm.TU.chromosome_2.267",-0.026523518625279,0.914168004795002,0.988322560680219,148,-20.57,"2 20","44 62",18,"72.22%","72.22%","sp|Q6AYB3|ISY1_RAT",6.09e-132,"Pre-mRNA-splicing factor ISY1 homolog OS=Rattus norvegicus GN=Isy1 PE=2 SV=1","tr|A7RT52|A7RT52_NEMVE",4.12e-167,"Predicted protein OS=Nematostella vectensis GN=v1g162359 PE=4 SV=1","ref|XP_022796527.1|",0,"pre-mRNA-splicing factor ISY1 homolog [Stylophora pistillata]","GO:0071012; GO:0071013; GO:0071014; GO:0071020; GO:0000974; GO:0003723; GO:0000350; GO:0000389","GO:0071012; GO:0071013; GO:0071014; GO:0071020; GO:0000974; GO:0000350; GO:0000389"
"2655","Cluster_1453","evm.TU.chromosome_7.2205",0.261076403797493,0.280315374415436,0.823613171914089,163,-24.61,"2 20","947 968",18,"72.22%","83.33%","sp|P25929|NPY1R_HUMAN",3.51e-24,"Neuropeptide Y receptor type 1 OS=Homo sapiens GN=NPY1R PE=1 SV=1","tr|A0A2B4SF99|A0A2B4SF99_STYPI",2.52e-57,"Melatonin receptor type 1B-B OS=Stylophora pistillata GN=mtnr1bb PE=4 SV=1","ref|XP_020621505.1|",5.47e-172,"melatonin receptor type 1A-like [Orbicella faveolata]","GO:0005887; GO:0005886; GO:0004983; GO:0001602; GO:0001601; GO:0007193; GO:0008015; GO:0007268; GO:0007631; GO:0007186; GO:0007187; GO:0006006; GO:0007626; GO:0003151; GO:0008217; GO:0040014; GO:0019233","GO:0016021; GO:0008502"
"2656","Cluster_3889","evm.TU.chromosome_7.2203",0.522583330124054,0.0217031305270137,0.45488346108142,149,-22.98,"2 19","224 249",22,"63.64%","72.73%",NA,NA,NA,"tr|A0A2B4SD05|A0A2B4SD05_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene8026 PE=4 SV=1","ref|XP_020621542.1|",0,"uncharacterized protein LOC110059184 [Orbicella faveolata]",NA,""
"2657","Cluster_9082","evm.TU.chromosome_4.892",-0.433495957934763,0.0637154869804011,0.609372946442685,151,-21.65,"2 21","184 206",20,"65.00%","75.00%","sp|Q8CFM6|STAB2_RAT",3.73e-06,"Stabilin-2 (Fragment) OS=Rattus norvegicus GN=Stab2 PE=1 SV=1","tr|A7SKZ9|A7SKZ9_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g213913 PE=4 SV=1","ref|XP_020629030.1|",0,"uncharacterized protein LOC110066166 [Orbicella faveolata]","GO:0005737; GO:0009897; GO:0005887; GO:0005509; GO:0005540; GO:0030169; GO:0005041; GO:0005044; GO:0007155; GO:0042742; GO:0050830; GO:0006897; GO:0030193; GO:0010468",""
"2658","Cluster_2003","evm.TU.chromosome_6.613",0.324144450049172,0.175772900536378,0.758814238184573,154,-23.33,"2 20","726 748",19,"68.42%","78.95%","sp|Q1PRL4|LIN41_CHICK",3.24e-44,"E3 ubiquitin-protein ligase TRIM71 OS=Gallus gallus GN=TRIM71 PE=2 SV=1","tr|A0A2B4R5E6|A0A2B4R5E6_STYPI",2.32e-166,"E3 ubiquitin-protein ligase TRIM71 OS=Stylophora pistillata GN=trim71 PE=4 SV=1","ref|XP_020603830.1|",0,"E3 ubiquitin-protein ligase TRIM71-like [Orbicella faveolata]","GO:0000932; GO:0035198; GO:0004842; GO:0008270; GO:0008543; GO:0000082; GO:0035278; GO:0010586; GO:0021915; GO:0051865; GO:0060964; GO:2000177; GO:0072089","GO:0005622; GO:0016874; GO:0008270"
"2659","Cluster_3331","evm.TU.chromosome_6.610",-0.191582852063452,0.432033516894889,0.882448641145904,161,-25.44,"2 19","34 59",21,"71.43%","80.95%","sp|Q8T697|TYB_APLCA",3.92e-17,"Thymosin beta OS=Aplysia californica PE=1 SV=1","tr|A0A0K8RQJ9|A0A0K8RQJ9_IXORI",3.91e-15,"Uncharacterized protein (Fragment) OS=Ixodes ricinus PE=2 SV=1","gb|KXJ22858.1|",3.15e-15,"Thymosin beta-12 [Exaiptasia pallida]","GO:0005737; GO:0005856; GO:0003785; GO:0007015","GO:0003785; GO:0007015"
"2660","Cluster_3337","evm.TU.chromosome_6.610",0.193672317505945,0.426932499965856,0.880923794837834,161,-25.44,"2 19","34 59",21,"71.43%","80.95%","sp|Q8T697|TYB_APLCA",3.92e-17,"Thymosin beta OS=Aplysia californica PE=1 SV=1","tr|A0A0K8RQJ9|A0A0K8RQJ9_IXORI",3.91e-15,"Uncharacterized protein (Fragment) OS=Ixodes ricinus PE=2 SV=1","gb|KXJ22858.1|",3.15e-15,"Thymosin beta-12 [Exaiptasia pallida]","GO:0005737; GO:0005856; GO:0003785; GO:0007015","GO:0003785; GO:0007015"
"2661","Cluster_3338","evm.TU.chromosome_6.610",0.159438646568094,0.51440965540971,0.90621368903686,161,-25.44,"2 19","34 59",21,"71.43%","80.95%","sp|Q8T697|TYB_APLCA",3.92e-17,"Thymosin beta OS=Aplysia californica PE=1 SV=1","tr|A0A0K8RQJ9|A0A0K8RQJ9_IXORI",3.91e-15,"Uncharacterized protein (Fragment) OS=Ixodes ricinus PE=2 SV=1","gb|KXJ22858.1|",3.15e-15,"Thymosin beta-12 [Exaiptasia pallida]","GO:0005737; GO:0005856; GO:0003785; GO:0007015","GO:0003785; GO:0007015"
"2662","Cluster_2003","evm.TU.chromosome_6.611",0.499742755865532,0.0293545623949278,0.495779727269359,147,-20.93,"2 20","633 654",18,"61.11%","72.22%","sp|P56558|OGT1_RAT",0,"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Rattus norvegicus GN=Ogt PE=1 SV=1","tr|A0A2B4RBS8|A0A2B4RBS8_STYPI",0,"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Stylophora pistillata GN=Ogt PE=4 SV=1","ref|XP_020604038.1|",0,"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like isoform X1 [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0000791; GO:0000123; GO:0005739; GO:0043005; GO:0043025; GO:0005634; GO:0005886; GO:0042588; GO:0048029; GO:0042277; GO:0005547; GO:0019904; GO:0016262; GO:0097363; GO:0008134; GO:0006915; GO:0071333; GO:0032869; GO:0071222; GO:0097237; GO:0032922; GO:0030900; GO:0006041; GO:0080182; GO:0043984; GO:0043981; GO:0043982; GO:0048312; GO:0060548; GO:1900038; GO:0033137; GO:0010801; GO:0001933; GO:0090315; GO:0031397; GO:0048015; GO:0045793; GO:0010628; GO:0061087; GO:1900182; GO:0001934; GO:0045862; GO:1903428; GO:0045944; GO:0070208; GO:0070207; GO:0006493; GO:0016485; GO:0090526; GO:0006110; GO:0046626; GO:0035020; GO:0032868","GO:0016757"
"2663","Cluster_3037","evm.TU.chromosome_13.2719",0.262258490158256,0.278064208242586,0.822397257817205,162,-20.68,"2 20","846 867",19,"73.68%","84.21%",NA,NA,NA,NA,NA,NA,"ref|XP_020616345.1|",0,"uncharacterized protein LOC110054302 [Orbicella faveolata]",NA,NA
"2664","Cluster_4640","evm.TU.chromosome_13.2719",-0.280493732010293,0.244757847174834,0.804622501856649,180,-27.27,"2 21","331 352",19,"78.95%","94.74%",NA,NA,NA,NA,NA,NA,"ref|XP_020616345.1|",0,"uncharacterized protein LOC110054302 [Orbicella faveolata]",NA,NA
"2665","Cluster_998","evm.TU.chromosome_14.6458",-0.0586159009979386,0.811602326414678,0.971789789689144,152,-23.13,"2 20","822 843",20,"75.00%","75.00%","sp|O42350|CO1A2_LITCT",1.3e-09,"Collagen alpha-2(I) chain OS=Lithobates catesbeiana GN=COL1A2 PE=2 SV=1","tr|A0A2B4ST88|A0A2B4ST88_STYPI",9.11e-76,"Contactin-associated protein 1 OS=Stylophora pistillata GN=Cntnap1 PE=4 SV=1","ref|XP_020632701.1|",2.26e-83,"uncharacterized protein LOC110069508 [Orbicella faveolata]","GO:0005581; GO:0005578; GO:0005201; GO:0046872","GO:0016021"
"2666","Cluster_3037","evm.TU.chromosome_11.1676",-0.0245286683742886,0.920603288623838,0.98922650607366,159,-21.95,"2 20","117 137",18,"72.22%","77.78%",NA,NA,NA,"tr|A0A2B4RI27|A0A2B4RI27_STYPI",0,"Carboxypeptidase N subunit 2 OS=Stylophora pistillata GN=CPN2 PE=4 SV=1","ref|XP_020600819.1|",0,"uncharacterized protein LOC110039974 [Orbicella faveolata]",NA,"GO:0016021; GO:0004180"
"2667","Cluster_1772","evm.TU.chromosome_8.1400",-0.324585319173999,0.175152045438925,0.75828338379011,168,-25.11,"2 21","622 643",19,"78.95%","78.95%","sp|Q9WUU8|TNIP1_MOUSE",1.27e-08,"TNFAIP3-interacting protein 1 OS=Mus musculus GN=Tnip1 PE=1 SV=1","tr|A0A2B4RFY7|A0A2B4RFY7_STYPI",0,"TNFAIP3-interacting protein 1 OS=Stylophora pistillata GN=Tnip1 PE=4 SV=1","ref|XP_020624439.1|",0,"TNFAIP3-interacting protein 1-like isoform X1 [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005654; GO:0042802; GO:0051019; GO:0031593; GO:0019901; GO:0071222; GO:0009101; GO:0006954; GO:0007159; GO:0085032; GO:0002755; GO:0070373; GO:0043124; GO:0050729; GO:1903003; GO:0045944",""
"2668","Cluster_3331","evm.TU.chromosome_8.1400",-0.220711050324835,0.363870950587231,0.859777916724593,153,-20.06,"2 21","202 223",20,"75.00%","75.00%","sp|Q9WUU8|TNIP1_MOUSE",1.27e-08,"TNFAIP3-interacting protein 1 OS=Mus musculus GN=Tnip1 PE=1 SV=1","tr|A0A2B4RFY7|A0A2B4RFY7_STYPI",0,"TNFAIP3-interacting protein 1 OS=Stylophora pistillata GN=Tnip1 PE=4 SV=1","ref|XP_020624439.1|",0,"TNFAIP3-interacting protein 1-like isoform X1 [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005654; GO:0042802; GO:0051019; GO:0031593; GO:0019901; GO:0071222; GO:0009101; GO:0006954; GO:0007159; GO:0085032; GO:0002755; GO:0070373; GO:0043124; GO:0050729; GO:1903003; GO:0045944",""
"2669","Cluster_3337","evm.TU.chromosome_8.1400",0.0521849074633617,0.831974452562277,0.975234785214285,153,-20.06,"2 21","202 223",20,"75.00%","75.00%","sp|Q9WUU8|TNIP1_MOUSE",1.27e-08,"TNFAIP3-interacting protein 1 OS=Mus musculus GN=Tnip1 PE=1 SV=1","tr|A0A2B4RFY7|A0A2B4RFY7_STYPI",0,"TNFAIP3-interacting protein 1 OS=Stylophora pistillata GN=Tnip1 PE=4 SV=1","ref|XP_020624439.1|",0,"TNFAIP3-interacting protein 1-like isoform X1 [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005654; GO:0042802; GO:0051019; GO:0031593; GO:0019901; GO:0071222; GO:0009101; GO:0006954; GO:0007159; GO:0085032; GO:0002755; GO:0070373; GO:0043124; GO:0050729; GO:1903003; GO:0045944",""
"2670","Cluster_3338","evm.TU.chromosome_8.1400",0.0199868943984181,0.935271846161135,0.991328886959172,153,-20.06,"2 21","202 223",20,"75.00%","75.00%","sp|Q9WUU8|TNIP1_MOUSE",1.27e-08,"TNFAIP3-interacting protein 1 OS=Mus musculus GN=Tnip1 PE=1 SV=1","tr|A0A2B4RFY7|A0A2B4RFY7_STYPI",0,"TNFAIP3-interacting protein 1 OS=Stylophora pistillata GN=Tnip1 PE=4 SV=1","ref|XP_020624439.1|",0,"TNFAIP3-interacting protein 1-like isoform X1 [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005654; GO:0042802; GO:0051019; GO:0031593; GO:0019901; GO:0071222; GO:0009101; GO:0006954; GO:0007159; GO:0085032; GO:0002755; GO:0070373; GO:0043124; GO:0050729; GO:1903003; GO:0045944",""
"2671","Cluster_1453","evm.TU.chromosome_8.1407",0.322791196343894,0.17768792731025,0.760334337825858,153,-22.08,"2 19","304 326",18,"72.22%","77.78%",NA,NA,NA,"tr|A0A2B4RG83|A0A2B4RG83_STYPI",7.4e-37,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene19940 PE=4 SV=1","ref|XP_020621039.1|",9.41e-84,"uncharacterized protein LOC110058723 isoform X1 [Orbicella faveolata]",NA,"GO:0016021"
"2672","Cluster_1473","evm.TU.chromosome_14.1255",-0.218178643674978,0.369540617052043,0.861879262940825,160,-20.58,"2 18","100 123",18,"77.78%","83.33%","sp|Q8BMI4|GEN_MOUSE",4.65e-84,"Flap endonuclease GEN homolog 1 OS=Mus musculus GN=Gen1 PE=1 SV=2","tr|A0A2B4RDV6|A0A2B4RDV6_STYPI",0,"Flap endonuclease GEN-like 1 OS=Stylophora pistillata GN=GEN1 PE=4 SV=1","ref|XP_020602206.1|",0,"uncharacterized protein LOC110041262 [Orbicella faveolata]","GO:0005813; GO:0005634; GO:0008821; GO:0003677; GO:0046872; GO:0000724; GO:0090267; GO:0010824; GO:0071140; GO:0071139","GO:0004519; GO:0006281"
"2673","Cluster_1473","evm.TU.chromosome_14.1256",-0.150355108025173,0.53895209937268,0.913156135328829,166,-20.11,"2 20","74 97",20,"80.00%","80.00%",NA,NA,NA,"tr|A0A2B4R7Z9|A0A2B4R7Z9_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene21377 PE=4 SV=1","ref|XP_020602198.1|",0,"uncharacterized protein LOC110041255 [Orbicella faveolata]",NA,"GO:0016021"
"2674","Cluster_3293","evm.TU.chromosome_14.5162",0.1191093938521,0.627198363112377,0.934931958809123,158,-20.28,"2 20","273 294",19,"73.68%","78.95%","sp|Q9HCU4|CELR2_HUMAN",1.65e-118,"Cadherin EGF LAG seven-pass G-type receptor 2 OS=Homo sapiens GN=CELSR2 PE=1 SV=1","tr|A0A2B4RS32|A0A2B4RS32_STYPI",0,"Protein FAM132A OS=Stylophora pistillata GN=fam132a PE=4 SV=1","ref|XP_022800056.1|",0,"uncharacterized protein LOC111337931 isoform X1 [Stylophora pistillata]","GO:0005737; GO:0016021; GO:0005886; GO:0005509; GO:0004930; GO:0048813; GO:0007186; GO:0007156; GO:0021999; GO:0022407; GO:0006355; GO:0016055; GO:0060071","GO:0016021"
"2675","Cluster_4044","evm.TU.chromosome_14.5160",-0.0854597310114222,0.727946613034497,0.956539818567906,165,-21.21,"2 19","558 580",18,"77.78%","88.89%","sp|A6QLU6|AGRD1_BOVIN",6.2e-77,"Adhesion G-protein coupled receptor D1 OS=Bos taurus GN=ADGRD1 PE=2 SV=1","tr|A0A2B4RSV3|A0A2B4RSV3_STYPI",5.2e-169,"Putative G-protein coupled receptor 133 OS=Stylophora pistillata GN=GPR133 PE=4 SV=1","ref|XP_015754902.1|",0,"PREDICTED: adhesion G-protein coupled receptor D1-like [Acropora digitifera]","GO:0016021; GO:0005622; GO:0005886; GO:0004930; GO:0007189; GO:0007166; GO:0007186","GO:0016021; GO:0004930; GO:0007166"
"2676","Cluster_995","evm.TU.chromosome_12.225",0.397336919743852,0.092075883763432,0.664216697481184,168,-21.04,"2 21","11 32",19,"78.95%","78.95%","sp|P50538|MAD1_MOUSE",7.21e-24,"Max dimerization protein 1 OS=Mus musculus GN=Mxd1 PE=1 SV=2","tr|A0A2B4SSK9|A0A2B4SSK9_STYPI",8.33e-118,"Max dimerization protein 1 OS=Stylophora pistillata GN=Mxd1 PE=4 SV=1","ref|XP_020607626.1|",3.75e-129,"max dimerization protein 1-like [Orbicella faveolata]","GO:0005829; GO:0005739; GO:0000790; GO:0005654; GO:0046983; GO:0000978; GO:0001078; GO:0000122; GO:0006351","GO:0046983"
"2677","Cluster_1453","evm.TU.chromosome_12.228",0.00925301836252402,0.970010309944019,0.996146700897629,145,-20.25,"2 10","662 683",8,"100.00%","100.00%","sp|E9Q5R7|NAL12_MOUSE",2.46e-53,"NACHT, LRR and PYD domains-containing protein 12 OS=Mus musculus GN=Nlrp12 PE=2 SV=1","tr|A0A2B4RFI7|A0A2B4RFI7_STYPI",0,"Protein NLRC3 OS=Stylophora pistillata GN=NLRC3 PE=4 SV=1","ref|XP_022806710.1|",0,"NACHT, LRR and PYD domains-containing protein 12-like [Stylophora pistillata]","GO:0005737; GO:0005524; GO:0071345; GO:0036336; GO:0050710; GO:0070373; GO:0043124; GO:0050728; GO:0050711; GO:0045409; GO:0032088; GO:1901223; GO:0031953; GO:0009968; GO:0045751; GO:0045345; GO:0043281; GO:0043122; GO:0008588","GO:0016021"
"2678","Cluster_508","evm.TU.chromosome_3.1315",-0.479292566279619,0.0378588642600878,0.53240874107377,170,-23.33,"2 21","787 807",19,"78.95%","89.47%",NA,NA,NA,NA,NA,NA,"ref|XP_015764808.1|",2.5e-38,"PREDICTED: uncharacterized protein LOC107343732 [Acropora digitifera]",NA,NA
"2679","Cluster_3406","evm.TU.chromosome_3.1319",-0.0706455658283451,0.773813495544008,0.965178459600847,169,-24.68,"2 21","635 656",20,"85.00%","85.00%",NA,NA,NA,"tr|A7S0A0|A7S0A0_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g204809 PE=4 SV=1","ref|XP_020615502.1|",0,"uncharacterized protein LOC110053592 [Orbicella faveolata]",NA,""
"2680","Cluster_4425","evm.TU.chromosome_3.1319",-0.33230513270703,0.164520732875118,0.74960927251066,157,-24.06,"2 21","625 644",19,"68.42%","84.21%",NA,NA,NA,"tr|A7S0A0|A7S0A0_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g204809 PE=4 SV=1","ref|XP_020615502.1|",0,"uncharacterized protein LOC110053592 [Orbicella faveolata]",NA,""
