"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","PCC.cor","p_value","adjusted_p_value","mRNA_log2FoldChange","mRNA_padj","mRNA_DE","mRNA_comparison","miRNA_log2FoldChange","miRNA_padj","miRNA_DE","miRNA_comparison","NCBI_Description","Swiss.Prot_Description","score","energy","query_similar","subject_similar","total_bp_shared","GO_Swiss.Prot","GO_Trembl","direction"
"11","evm.TU.chromosome_2.644","GO:0070846","Hsp90 deacetylation",1,1,0,9.3e-05,"Biological Processes",205,"Cluster_1765",0.580545153636092,0.0091561945381704,0.348272080189803,1.28522441936526,0.0369006668408379,"Y","TP0_v_TP7_amb",1.3612840075174,0.0379462900055039,"Y","TP0_v_TP5_heat","histone deacetylase 6-like [Orbicella faveolata]","Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2",172,-21.74,"89.47%","89.47%",19,"GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162","GO:0008270","Positive"
"12","evm.TU.chromosome_2.644","GO:0032418","lysosome localization",119,1,0.21,0.01105,"Biological Processes",205,"Cluster_1765",0.580545153636092,0.0091561945381704,0.348272080189803,1.28522441936526,0.0369006668408379,"Y","TP0_v_TP7_amb",1.3612840075174,0.0379462900055039,"Y","TP0_v_TP5_heat","histone deacetylase 6-like [Orbicella faveolata]","Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2",172,-21.74,"89.47%","89.47%",19,"GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162","GO:0008270","Positive"
"13","evm.TU.chromosome_2.644","GO:0051646","mitochondrion localization",22,1,0.04,0.00205,"Biological Processes",205,"Cluster_1765",0.580545153636092,0.0091561945381704,0.348272080189803,1.28522441936526,0.0369006668408379,"Y","TP0_v_TP7_amb",1.3612840075174,0.0379462900055039,"Y","TP0_v_TP5_heat","histone deacetylase 6-like [Orbicella faveolata]","Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2",172,-21.74,"89.47%","89.47%",19,"GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162","GO:0008270","Positive"
"14","evm.TU.chromosome_2.644","GO:0010727","negative regulation of hydrogen peroxide metabolic ...",2,1,0,0.00019,"Biological Processes",205,"Cluster_1765",0.580545153636092,0.0091561945381704,0.348272080189803,1.28522441936526,0.0369006668408379,"Y","TP0_v_TP7_amb",1.3612840075174,0.0379462900055039,"Y","TP0_v_TP5_heat","histone deacetylase 6-like [Orbicella faveolata]","Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2",172,-21.74,"89.47%","89.47%",19,"GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162","GO:0008270","Positive"
"15","evm.TU.chromosome_2.644","GO:0007026","negative regulation of microtubule depolymerization",8,1,0.01,0.00075,"Biological Processes",205,"Cluster_1765",0.580545153636092,0.0091561945381704,0.348272080189803,1.28522441936526,0.0369006668408379,"Y","TP0_v_TP7_amb",1.3612840075174,0.0379462900055039,"Y","TP0_v_TP5_heat","histone deacetylase 6-like [Orbicella faveolata]","Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2",172,-21.74,"89.47%","89.47%",19,"GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162","GO:0008270","Positive"
"16","evm.TU.chromosome_2.644","GO:0051354","negative regulation of oxidoreductase activity",14,1,0.02,0.00131,"Biological Processes",205,"Cluster_1765",0.580545153636092,0.0091561945381704,0.348272080189803,1.28522441936526,0.0369006668408379,"Y","TP0_v_TP7_amb",1.3612840075174,0.0379462900055039,"Y","TP0_v_TP5_heat","histone deacetylase 6-like [Orbicella faveolata]","Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2",172,-21.74,"89.47%","89.47%",19,"GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162","GO:0008270","Positive"
"17","evm.TU.chromosome_2.644","GO:0045861","negative regulation of proteolysis",133,2,0.23,0.00981,"Biological Processes",205,"Cluster_1765",0.580545153636092,0.0091561945381704,0.348272080189803,1.28522441936526,0.0369006668408379,"Y","TP0_v_TP7_amb",1.3612840075174,0.0379462900055039,"Y","TP0_v_TP5_heat","histone deacetylase 6-like [Orbicella faveolata]","Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2",172,-21.74,"89.47%","89.47%",19,"GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162","GO:0008270","Positive"
"18","evm.TU.chromosome_2.644","GO:0061734","type 2 mitophagy",5,1,0.01,0.00047,"Biological Processes",205,"Cluster_1765",0.580545153636092,0.0091561945381704,0.348272080189803,1.28522441936526,0.0369006668408379,"Y","TP0_v_TP7_amb",1.3612840075174,0.0379462900055039,"Y","TP0_v_TP5_heat","histone deacetylase 6-like [Orbicella faveolata]","Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2",172,-21.74,"89.47%","89.47%",19,"GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162","GO:0008270","Positive"
"19","evm.TU.chromosome_2.644","GO:0034983","peptidyl-lysine deacetylation",4,1,0.01,0.00037,"Biological Processes",205,"Cluster_1765",0.580545153636092,0.0091561945381704,0.348272080189803,1.28522441936526,0.0369006668408379,"Y","TP0_v_TP7_amb",1.3612840075174,0.0379462900055039,"Y","TP0_v_TP5_heat","histone deacetylase 6-like [Orbicella faveolata]","Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2",172,-21.74,"89.47%","89.47%",19,"GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162","GO:0008270","Positive"
"20","evm.TU.chromosome_2.644","GO:0070845","polyubiquitinated misfolded protein transport",1,1,0,9.3e-05,"Biological Processes",205,"Cluster_1765",0.580545153636092,0.0091561945381704,0.348272080189803,1.28522441936526,0.0369006668408379,"Y","TP0_v_TP7_amb",1.3612840075174,0.0379462900055039,"Y","TP0_v_TP5_heat","histone deacetylase 6-like [Orbicella faveolata]","Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2",172,-21.74,"89.47%","89.47%",19,"GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162","GO:0008270","Positive"
"21","evm.TU.chromosome_2.644","GO:0090035","positive regulation of chaperone-mediated protein c...",3,1,0.01,0.00028,"Biological Processes",205,"Cluster_1765",0.580545153636092,0.0091561945381704,0.348272080189803,1.28522441936526,0.0369006668408379,"Y","TP0_v_TP7_amb",1.3612840075174,0.0379462900055039,"Y","TP0_v_TP5_heat","histone deacetylase 6-like [Orbicella faveolata]","Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2",172,-21.74,"89.47%","89.47%",19,"GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162","GO:0008270","Positive"
"22","evm.TU.chromosome_2.644","GO:0010634","positive regulation of epithelial cell migration",53,1,0.09,0.00494,"Biological Processes",205,"Cluster_1765",0.580545153636092,0.0091561945381704,0.348272080189803,1.28522441936526,0.0369006668408379,"Y","TP0_v_TP7_amb",1.3612840075174,0.0379462900055039,"Y","TP0_v_TP5_heat","histone deacetylase 6-like [Orbicella faveolata]","Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2",172,-21.74,"89.47%","89.47%",19,"GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162","GO:0008270","Positive"
"23","evm.TU.chromosome_2.644","GO:1901300","positive regulation of hydrogen peroxide-mediated p...",3,1,0.01,0.00028,"Biological Processes",205,"Cluster_1765",0.580545153636092,0.0091561945381704,0.348272080189803,1.28522441936526,0.0369006668408379,"Y","TP0_v_TP7_amb",1.3612840075174,0.0379462900055039,"Y","TP0_v_TP5_heat","histone deacetylase 6-like [Orbicella faveolata]","Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2",172,-21.74,"89.47%","89.47%",19,"GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162","GO:0008270","Positive"
"24","evm.TU.chromosome_2.644","GO:0009967","positive regulation of signal transduction",1269,4,2.2,0.00058,"Biological Processes",205,"Cluster_1765",0.580545153636092,0.0091561945381704,0.348272080189803,1.28522441936526,0.0369006668408379,"Y","TP0_v_TP7_amb",1.3612840075174,0.0379462900055039,"Y","TP0_v_TP5_heat","histone deacetylase 6-like [Orbicella faveolata]","Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2",172,-21.74,"89.47%","89.47%",19,"GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162","GO:0008270","Positive"
"25","evm.TU.chromosome_2.644","GO:0006515","protein quality control for misfolded or incomplete...",14,1,0.02,0.00131,"Biological Processes",205,"Cluster_1765",0.580545153636092,0.0091561945381704,0.348272080189803,1.28522441936526,0.0369006668408379,"Y","TP0_v_TP7_amb",1.3612840075174,0.0379462900055039,"Y","TP0_v_TP5_heat","histone deacetylase 6-like [Orbicella faveolata]","Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2",172,-21.74,"89.47%","89.47%",19,"GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162","GO:0008270","Positive"
"26","evm.TU.chromosome_2.644","GO:0060765","regulation of androgen receptor signaling pathway",12,1,0.02,0.00112,"Biological Processes",205,"Cluster_1765",0.580545153636092,0.0091561945381704,0.348272080189803,1.28522441936526,0.0369006668408379,"Y","TP0_v_TP7_amb",1.3612840075174,0.0379462900055039,"Y","TP0_v_TP5_heat","histone deacetylase 6-like [Orbicella faveolata]","Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2",172,-21.74,"89.47%","89.47%",19,"GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162","GO:0008270","Positive"
